,,osmid,name,highway,maxspeed,oneway,length,geometry,hour_of_day,speed_kph_mean,speed_kph_stddev,est_width
27555221,29276746,4686291,Mariannenstraße,residential,50,False,18.483,"LINESTRING (13.4222319 52.4990372, 13.4223464 52.4991881)",7,19.081,11.172,
27555224,318549151,37774395,Skalitzer Straße,secondary,50,False,20.324,"LINESTRING (13.4303947 52.4992802, 13.4302701 52.4994465)",9,10.325,6.941,
27555224,27555227,66861332,Lausitzer Straße,residential,30,False,126.88300000000001,"LINESTRING (13.4303947 52.4992802, 13.4304063 52.4992421, 13.430441 52.4991286, 13.4304426 52.4990006, 13.4297231 52.4982618)",8,19.649,7.173,
27555224,27555225,172425905,Skalitzer Straße,secondary,30,True,51.835,"LINESTRING (13.4303947 52.4992802, 13.4306309 52.4992455, 13.43083 52.4992243, 13.4310304 52.499221, 13.4311505 52.4992187)",9,26.385,13.938,
318549151,27555224,37774395,Skalitzer Straße,secondary,50,False,20.324,"LINESTRING (13.4302701 52.4994465, 13.4303947 52.4992802)",7,16.961,8.602,
318549151,353457764,128266207,Lausitzer Platz,living_street,,False,11.186,"LINESTRING (13.4302701 52.4994465, 13.4302263 52.4995435)",9,16.249,6.375,
318549151,29276750,188865518,Skalitzer Straße,secondary,30,True,253.45499999999998,"LINESTRING (13.4302701 52.4994465, 13.4301004 52.4994522, 13.4299268 52.4994544, 13.4280804 52.4993378, 13.4273792 52.4992967, 13.4271492 52.4992848, 13.4270906 52.4992818, 13.4265409 52.4992669)",8,21.495,10.438,
27555225,122087860,172425909,Skalitzer Straße,secondary,30,True,64.702,"LINESTRING (13.4311505 52.4992187, 13.4312386 52.4992258, 13.4318884 52.4993104, 13.4320862 52.4993367)",7,38.968,8.457,
122087860,29276773,144898218,Skalitzer Straße,secondary,30,False,17.305,"LINESTRING (13.4320862 52.4993367, 13.4320541 52.4994081, 13.4320158 52.4994863)",7,16.605,11.96,
27555235,1438369355,75909830,Reuterstraße,residential,30,False,45.179,"LINESTRING (13.4289844 52.4883249, 13.4289857 52.4882176, 13.4289861 52.4881443, 13.4289866 52.4880377, 13.4289873 52.4879186)",7,32.865,7.561,
1438369355,27555235,75909830,Reuterstraße,residential,30,False,45.179,"LINESTRING (13.4289873 52.4879186, 13.4289866 52.4880377, 13.4289861 52.4881443, 13.4289857 52.4882176, 13.4289844 52.4883249)",8,21.594,10.724,
27555238,1650235892,36738528,Weserstraße,residential,30,False,85.768,"LINESTRING (13.4353715 52.4861072, 13.4352797 52.4861509, 13.4342816 52.4864989)",9,21.262,5.312,
27555238,268476003,68135997,Weichselstraße,residential,30,False,172.113,"LINESTRING (13.4353715 52.4861072, 13.4349618 52.4857954, 13.4346831 52.4855832, 13.4339871 52.4850535, 13.433908 52.4849933, 13.4338667 52.4849619, 13.4337835 52.4848986)",8,15.996,6.93,
27555238,27555239,68135997,Weichselstraße,residential,30,False,152.66899999999998,"LINESTRING (13.4353715 52.4861072, 13.4359936 52.4865807, 13.4361636 52.4867101, 13.4363298 52.4868367, 13.4365911 52.4870356, 13.43678 52.4871793)",9,25.068,7.21,
27555239,27555238,68135997,Weichselstraße,residential,30,False,152.66899999999998,"LINESTRING (13.43678 52.4871793, 13.4365911 52.4870356, 13.4363298 52.4868367, 13.4361636 52.4867101, 13.4359936 52.4865807, 13.4353715 52.4861072)",8,24.369,5.821,
27555275,31390653,41503136,Neuköllnische Allee,tertiary,,False,14.506,"LINESTRING (13.4605039 52.468154, 13.460677 52.4680772)",8,41.309,14.01,
27555993,3038313300,4357829,Komturstraße,tertiary,50,False,37.089999999999996,"LINESTRING (13.4001184 52.4591243, 13.4001541 52.4593426, 13.4001672 52.4594565)",8,34.967,7.722,
3038313300,27555993,4357829,Komturstraße,tertiary,50,False,37.089999999999996,"LINESTRING (13.4001672 52.4594565, 13.4001541 52.4593426, 13.4001184 52.4591243)",7,21.219,11.72,
27556003,1279270874,40193018,Ullsteinstraße,tertiary,,True,32.871,"LINESTRING (13.3966443 52.4529939, 13.3961593 52.4529993)",9,47.205,10.372,
27556004,27556003,151621510,Ullsteinstraße,tertiary,,True,54.295,"LINESTRING (13.3974447 52.4529716, 13.397048 52.4529827, 13.3966443 52.4529939)",9,47.022,8.825,
27556031,29657625,40193018,Ullsteinstraße,tertiary,,True,71.385,"LINESTRING (13.3915721 52.4530631, 13.3905197 52.4530916)",9,48.199,10.107,
29657625,27556046,151621386,Ullsteinstraße,tertiary,,True,72.291,"LINESTRING (13.3905197 52.4530916, 13.3908783 52.4530255, 13.3911527 52.452975, 13.3915566 52.4529529)",8,49.522,4.753,
27556046,1644518096,151621386,Ullsteinstraße,tertiary,,True,79.138,"LINESTRING (13.3915566 52.4529529, 13.3920743 52.4529342, 13.3924687 52.45292, 13.3926388 52.4529165, 13.3927227 52.4529148)",8,53.78,6.855,
1644518096,1279266645,151621386,Ullsteinstraße,tertiary,,True,232.773,"LINESTRING (13.3927227 52.4529148, 13.3928279 52.4529117, 13.3937954 52.4528832, 13.3941359 52.452883, 13.3946705 52.4528826, 13.3961565 52.4528831)",8,51.432,8.639,
27556049,525554445,156597540,Rixdorfer Straße,tertiary,50,True,416.034,"LINESTRING (13.4078275 52.4525299, 13.407767 52.4524677, 13.4076104 52.4523067, 13.4071911 52.4519213, 13.4060283 52.45074, 13.4051091 52.449857, 13.4049014 52.4496506, 13.404644 52.4494007, 13.4045924 52.4493506)",8,43.007,7.198,
525554445,31357271,156597540,Rixdorfer Straße,tertiary,50,True,159.98499999999999,"LINESTRING (13.4045924 52.4493506, 13.4044974 52.4492581, 13.4042229 52.4489908, 13.4041688 52.4489382, 13.4033899 52.44818, 13.4033397 52.4481311)",8,42.406,9.373,
27556085,761505343,5363714,Mariendorfer Damm,primary,50,True,12.815,"LINESTRING (13.3846174 52.4526584, 13.3845932 52.4527727)",8,39.232,12.562,
761505343,761505318,60827398,Ullsteinstraße,tertiary,,True,14.537,"LINESTRING (13.3845932 52.4527727, 13.3843807 52.4527548)",8,23.959,10.055,
27556147,27556159,62312775,Rathausstraße,tertiary,,False,198.03400000000002,"LINESTRING (13.3788023 52.4499041, 13.3790484 52.4482361, 13.3790509 52.4482192, 13.379064 52.4481303)",8,33.265,11.74,
27556159,30004758,62312775,Rathausstraße,tertiary,,False,98.353,"LINESTRING (13.379064 52.4481303, 13.3790781 52.4480483, 13.379088 52.4479908, 13.3791907 52.4473924, 13.3792151 52.4472506)",9,38.977,7.628,
27556159,27556147,62312775,Rathausstraße,tertiary,,False,198.03400000000002,"LINESTRING (13.379064 52.4481303, 13.3790509 52.4482192, 13.3790484 52.4482361, 13.3788023 52.4499041)",9,34.731,14.129,
30004758,27556406,62312775,Rathausstraße,tertiary,,False,86.917,"LINESTRING (13.3792151 52.4472506, 13.3792228 52.4472008, 13.3793035 52.4465592, 13.3793146 52.4464713)",7,37.462,13.112,
30004758,27556159,62312775,Rathausstraße,tertiary,,False,98.35300000000001,"LINESTRING (13.3792151 52.4472506, 13.3791907 52.4473924, 13.379088 52.4479908, 13.3790781 52.4480483, 13.379064 52.4481303)",8,25.947,18.269,
27556201,29683694,181092057,Attilastraße,secondary,50,False,152.167,"LINESTRING (13.3668334 52.4496613, 13.3669384 52.4497206, 13.3670311 52.4497682, 13.3672071 52.4498535, 13.3672645 52.4498813, 13.3674293 52.4499653, 13.3685522 52.4505416)",7,46.077,7.971,
29683694,29683684,181092057,Attilastraße,secondary,50,False,336.056,"LINESTRING (13.3685522 52.4505416, 13.3689661 52.4507443, 13.3692833 52.4509321, 13.3699475 52.4513949, 13.3711074 52.4522241, 13.3713251 52.4523798, 13.3717592 52.4527075, 13.3718605 52.4527848)",7,48.66,10.295,
29683694,27556201,181092057,Attilastraße,secondary,50,False,152.16699999999997,"LINESTRING (13.3685522 52.4505416, 13.3674293 52.4499653, 13.3672645 52.4498813, 13.3672071 52.4498535, 13.3670311 52.4497682, 13.3669384 52.4497206, 13.3668334 52.4496613)",9,25.691,15.863,
27556206,27556222,4677910,Gersdorfstraße,tertiary,,False,170.695,"LINESTRING (13.3712512 52.4472135, 13.3714049 52.4470957, 13.3728184 52.4460118)",8,37.213,5.639,
27556206,30004551,4677910,Gersdorfstraße,tertiary,,False,110.711,"LINESTRING (13.3712512 52.4472135, 13.371083 52.4473353, 13.370198 52.4479746)",9,43.177,8.983,
27556222,27556303,4677910,Gersdorfstraße,tertiary,,False,129.828,"LINESTRING (13.3728184 52.4460118, 13.3737066 52.4453458, 13.3738667 52.4452258, 13.373896 52.4452038, 13.3740267 52.4451058)",8,20.591,8.594,
27556222,27556206,4677910,Gersdorfstraße,tertiary,,False,170.695,"LINESTRING (13.3728184 52.4460118, 13.3714049 52.4470957, 13.3712512 52.4472135)",9,33.703,10.706,
30004551,27556206,4677910,Gersdorfstraße,tertiary,,False,110.711,"LINESTRING (13.370198 52.4479746, 13.371083 52.4473353, 13.3712512 52.4472135)",8,26.079,12.709,
27556303,27556222,4677910,Gersdorfstraße,tertiary,,False,129.828,"LINESTRING (13.3740267 52.4451058, 13.373896 52.4452038, 13.3738667 52.4452258, 13.3737066 52.4453458, 13.3728184 52.4460118)",9,40.343,9.598,
27556295,4207017298,4677913,Ringstraße,tertiary,50,False,103.58999999999999,"LINESTRING (13.3722166 52.4444734, 13.3715859 52.4446436, 13.3713445 52.4447087, 13.3708363 52.4448418, 13.3708165 52.444847)",7,39.796,8.325,
4207017298,27556334,4677913,Ringstraße,tertiary,50,False,144.44,"LINESTRING (13.3708165 52.444847, 13.3697664 52.4451315, 13.3688735 52.4453806)",7,44.249,10.323,
27556329,27556334,4677913,Ringstraße,tertiary,50,False,63.471,"LINESTRING (13.3680169 52.4456113, 13.3681686 52.4455704, 13.3682158 52.4455577, 13.3683699 52.4455162, 13.3684413 52.445497, 13.3688735 52.4453806)",8,43.832,9.91,
27556334,4207017298,4677913,Ringstraße,tertiary,50,False,144.44,"LINESTRING (13.3688735 52.4453806, 13.3697664 52.4451315, 13.3708165 52.444847)",8,43.407,8.127,
27556334,27556329,4677913,Ringstraße,tertiary,50,False,63.471000000000004,"LINESTRING (13.3688735 52.4453806, 13.3684413 52.445497, 13.3683699 52.4455162, 13.3682158 52.4455577, 13.3681686 52.4455704, 13.3680169 52.4456113)",9,44.429,10.215,
27556349,29283308,4729700,Attilastraße,secondary,50,True,14.043,"LINESTRING (13.3607088 52.4467771, 13.3605074 52.4467474)",9,45.931,12.307,
29283308,30325037,12684822,Steglitzer Damm,secondary,50,False,11.524,"LINESTRING (13.3605074 52.4467474, 13.3605804 52.4466538)",9,55.51,16.813,
27556406,30004758,62312775,Rathausstraße,tertiary,,False,86.917,"LINESTRING (13.3793146 52.4464713, 13.3793035 52.4465592, 13.3792228 52.4472008, 13.3792151 52.4472506)",8,29.362,16.819,
27556406,27556410,436445308,Rathausstraße,tertiary,,False,135.647,"LINESTRING (13.3793146 52.4464713, 13.3794689 52.4454451, 13.3794776 52.4453878, 13.3794973 52.4452565)",8,28.401,14.679,
27556410,27556454,436445308,Rathausstraße,tertiary,,False,32.45,"LINESTRING (13.3794973 52.4452565, 13.3794932 52.4451659, 13.3794905 52.4451071, 13.3795355 52.4449674)",7,43.326,8.146,
27556410,27556406,436445308,Rathausstraße,tertiary,,False,135.647,"LINESTRING (13.3794973 52.4452565, 13.3794776 52.4453878, 13.3794689 52.4454451, 13.3793146 52.4464713)",8,33.602,13.102,
27556454,27556410,436445308,Rathausstraße,tertiary,,False,32.45,"LINESTRING (13.3795355 52.4449674, 13.3794905 52.4451071, 13.3794932 52.4451659, 13.3794973 52.4452565)",9,24.427,15.102,
27556438,338920027,28680189,Mariendorfer Damm,primary,30,True,73.19900000000001,"LINESTRING (13.3862859 52.443291, 13.3862651 52.4433819, 13.3862499 52.4434666, 13.3862083 52.4436963, 13.3861631 52.443945)",7,35.606,9.143,
338920027,27556440,28680189,Mariendorfer Damm,primary,30,True,182.064,"LINESTRING (13.3861631 52.443945, 13.385902 52.4454151, 13.3858949 52.4454549, 13.3858722 52.4455727)",7,30.589,13.267,
27556440,29709476,28680190,Mariendorfer Damm,primary,30,True,277.50800000000004,"LINESTRING (13.3858722 52.4455727, 13.3858502 52.4456883, 13.3857987 52.4459592, 13.3857282 52.4463197, 13.385678 52.4465765, 13.3856363 52.4468095, 13.385611 52.446947, 13.3855877 52.4470705, 13.3855306 52.4473848, 13.3855152 52.4474686, 13.3854446 52.4478528, 13.3854368 52.4478956, 13.385408 52.4480523)",7,27.669,13.87,
27556461,26704787,156597520,Alt-Mariendorf,primary,50,True,11.849,"LINESTRING (13.3873964 52.4401839, 13.387228 52.4401553)",9,36.046,9.821,
27556461,31036056,30958674,Mariendorfer Damm,primary,50,True,225.95100000000002,"LINESTRING (13.3873964 52.4401839, 13.3873711 52.4402519, 13.3873628 52.4402741, 13.3873514 52.4403057, 13.3872146 52.4406864, 13.3871109 52.4409749, 13.3867315 52.442031, 13.386682 52.4421687)",7,38.648,9.949,
27556636,27556094,30699234,Mariendorfer Damm,primary,50,True,102.471,"LINESTRING (13.3851833 52.4492779, 13.3850207 52.4501941)",8,41.32,8.496,
27556642,31036116,28680187,Mariendorfer Damm,primary,30,True,181.556,"LINESTRING (13.3857157 52.4455628, 13.3857371 52.4454452, 13.3858894 52.4446091, 13.3859325 52.4443862, 13.3860112 52.44394)",7,36.455,7.258,
31036116,26704786,28680187,Mariendorfer Damm,primary,30,True,73.88,"LINESTRING (13.3860112 52.44394, 13.3860682 52.4436879, 13.3861246 52.4434353, 13.3861311 52.4434069, 13.3861396 52.4433704, 13.38616 52.4432818)",7,36.015,13.67,
27556644,27556642,30699233,Mariendorfer Damm,primary,30,True,139.132,"LINESTRING (13.3854927 52.4468066, 13.3856763 52.4457602, 13.3856872 52.4457125, 13.3856946 52.4456804, 13.3857157 52.4455628)",9,19.814,11.843,
727384652,727384649,58700248,Friedrich-Karl-Straße,tertiary,50,True,10.696,"LINESTRING (13.3840161 52.4558516, 13.3838593 52.4558405)",7,30.789,12.296,
727384652,27556652,327627452,Tempelhofer Damm,primary,30,True,128.961,"LINESTRING (13.3840161 52.4558516, 13.3840066 52.4559645, 13.3839928 52.456127, 13.3839634 52.4564733, 13.3839801 52.4567417, 13.384011 52.4570097)",8,32.597,8.957,
27556660,27556662,327627453,Tempelhofer Damm,primary,50,True,110.417,"LINESTRING (13.3856819 52.466091, 13.3856839 52.4661966, 13.385686 52.466306, 13.3856929 52.4665854, 13.3857051 52.4670839)",8,40.044,10.544,
27559580,459663524,4497944,Spandauer Damm,secondary,50,True,143.75400000000002,"LINESTRING (13.2780843 52.5184962, 13.2769507 52.5187105, 13.2764319 52.5188066, 13.2760538 52.5188766)",8,42.964,14.385,
459663524,2882563379,4497944,Spandauer Damm,secondary,50,True,101.785,"LINESTRING (13.2760538 52.5188766, 13.2759222 52.5189003, 13.2746113 52.5191363)",9,49.037,9.183,
27559626,27559635,332306829,Steubenplatz,tertiary,50,True,40.769999999999996,"LINESTRING (13.2609006 52.5168672, 13.2605338 52.5166653, 13.2604528 52.5166219)",8,8.883,9.991,
27559635,27559636,4604862,Steubenplatz,secondary,50,True,22.520000000000003,"LINESTRING (13.2604528 52.5166219, 13.260311 52.5165415, 13.260208 52.5164847)",8,20.317,9.384,
27559627,27559626,38763678,Bolivarallee,tertiary,50,True,120.632,"LINESTRING (13.2610556 52.5179439, 13.2609809 52.517773, 13.2609431 52.5176224, 13.260934 52.5173552, 13.2609006 52.5168672)",8,27.572,12.252,
27559628,27559627,38763678,Bolivarallee,tertiary,50,True,111.017,"LINESTRING (13.2616349 52.518878, 13.2610556 52.5179439)",8,40.385,6.443,
27559633,27559640,332306828,Reichsstraße,secondary,50,True,96.461,"LINESTRING (13.2582985 52.5182199, 13.258047 52.5184179, 13.2575705 52.5187771, 13.2574103 52.5188984)",9,39.937,12.275,
27559640,27559642,332306828,Reichsstraße,secondary,50,True,137.199,"LINESTRING (13.2574103 52.5188984, 13.257314 52.5189716, 13.2562695 52.5197713, 13.256209 52.5198164, 13.2561463 52.5198632)",7,44.864,5.551,
27559636,27587405,48475840,Steubenplatz,secondary,50,True,38.403,"LINESTRING (13.260208 52.5164847, 13.2601165 52.5164008, 13.2600517 52.5163238, 13.2599961 52.5162524, 13.2599576 52.5161768)",8,23.694,8.229,
27559636,16541457,181088809,Reichsstraße,secondary,50,True,41.155,"LINESTRING (13.260208 52.5164847, 13.2604551 52.5163274, 13.2605149 52.5162865, 13.2606308 52.5162188)",8,32.393,13.243,
27587405,16541466,72175275,Olympische Straße,secondary,50,False,191.85699999999997,"LINESTRING (13.2599576 52.5161768, 13.2586847 52.5162813, 13.2579899 52.5163293, 13.2574028 52.5163373, 13.2571384 52.5163368)",9,36.179,10.277,
27559637,27559638,38763678,Bolivarallee,tertiary,50,True,67.103,"LINESTRING (13.262461 52.5202604, 13.262142 52.519689)",8,40.516,6.996,
27559638,27559628,38763678,Bolivarallee,tertiary,50,True,96.486,"LINESTRING (13.262142 52.519689, 13.2616349 52.518878)",8,41.317,8.296,
27559639,27559634,25204786,Reichsstraße,secondary,50,True,98.672,"LINESTRING (13.2571835 52.5188074, 13.2580968 52.5181156)",9,36.988,9.949,
27559642,240483945,25204784,Reichsstraße,secondary,50,True,92.17500000000001,"LINESTRING (13.2561463 52.5198632, 13.2559291 52.5200322, 13.2553071 52.5205162)",8,47.2,4.937,
27559692,250055663,23147685,Reichsstraße,secondary,50,False,14.786,"LINESTRING (13.2493578 52.5238432, 13.2494466 52.5239647)",9,43.342,11.034,
27559692,28552448,28502755,Spandauer Damm,secondary,50,True,257.185,"LINESTRING (13.2493578 52.5238432, 13.2495463 52.5237888, 13.2501073 52.5236317, 13.2505441 52.5235093, 13.2508552 52.5234281, 13.2509735 52.5233973, 13.2518665 52.5231778, 13.2528624 52.5229499)",9,48.812,6.187,
250055663,250055662,411114889,Spandauer Damm,secondary,50,True,86.339,"LINESTRING (13.2494466 52.5239647, 13.2483095 52.5243172)",8,46.162,11.033,
27559706,1273530471,58530591,Spandauer Damm,secondary,50,True,59.431,"LINESTRING (13.2474024 52.5244041, 13.2478994 52.5242907, 13.2482137 52.5242003)",8,42.196,11.522,
27559775,250056152,183626565,Rominter Allee,tertiary,50,False,27.889000000000003,"LINESTRING (13.2450821 52.524888, 13.2450362 52.5248004, 13.2450182 52.5247659, 13.2449571 52.524649)",9,28.41,7.519,
250056152,250056166,183626565,Rominter Allee,tertiary,50,False,28.707,"LINESTRING (13.2449571 52.524649, 13.2447877 52.5244123)",9,31.319,7.894,
27559811,269843734,165041429,Reichsstraße,secondary,50,True,119.336,"LINESTRING (13.2633428 52.5148617, 13.2631957 52.5149477, 13.262071 52.5156052)",9,40.123,5.689,
27559812,26904733,4515867,Platanenallee,tertiary,50,False,171.65599999999998,"LINESTRING (13.2645405 52.5146963, 13.2646395 52.5146741, 13.2669648 52.5142422)",8,40.893,4.649,
27559813,27559811,411114885,Reichsstraße,secondary,50,True,72.349,"LINESTRING (13.2641231 52.5144169, 13.2635527 52.5147421, 13.2634728 52.5147876, 13.2633428 52.5148617)",7,20.019,17.812,
27560124,16541462,541191220,Trakehner Allee,secondary,50,False,69.616,"LINESTRING (13.2493683 52.515349, 13.2493561 52.5153421, 13.2491724 52.5152311, 13.2488573 52.5150591, 13.2486159 52.5149222)",8,40.409,4.97,
27585623,26682638,4497874,Wilmersdorfer Straße,residential,50,True,23.765,"LINESTRING (13.3067945 52.5008491, 13.3065114 52.5007227)",9,28.621,8.148,
27586215,3964528087,328408593,Charlottenburger Chaussee,secondary,50,True,58.886,"LINESTRING (13.2326365 52.527681, 13.2324604 52.5277086, 13.2319196 52.5277933, 13.2318739 52.5278003, 13.2317933 52.5278125)",7,47.317,8.807,
27586340,27586216,24615396,Charlottenburger Chaussee,secondary,50,True,58.07300000000001,"LINESTRING (13.2317605 52.527687, 13.232358 52.5275898, 13.2324134 52.5275813, 13.2325899 52.5275523)",8,46.13,8.727,
27586465,27586468,328408598,Ruhlebener Straße,secondary,50,True,12.797,"LINESTRING (13.211654 52.5273852, 13.2114823 52.5274335)",8,36.777,14.57,
27586468,27586470,4588818,Schulenburgstraße,tertiary,50,True,17.64,"LINESTRING (13.2114823 52.5274335, 13.2113062 52.5273165)",7,32.162,13.018,
27586468,27586483,37291475,Ruhlebener Straße,secondary,50,True,235.63400000000001,"LINESTRING (13.2114823 52.5274335, 13.2113765 52.5274646, 13.210709 52.5276606, 13.2104032 52.5277533, 13.2100584 52.5278628, 13.2090971 52.528192, 13.2084383 52.5284581)",9,48.832,7.186,
27586470,27586466,328408597,Ruhlebener Straße,secondary,50,True,15.146,"LINESTRING (13.2113062 52.5273165, 13.2115123 52.5272633)",9,39.315,9.755,
27586470,29175418,4752745,Schulenburgstraße,tertiary,30,True,61.18599999999999,"LINESTRING (13.2113062 52.5273165, 13.2112243 52.5272763, 13.2111244 52.5272273, 13.2109167 52.5271627, 13.2107696 52.5271165, 13.2105205 52.5270499)",9,37.092,7.54,
27586483,27586488,37291475,Ruhlebener Straße,secondary,50,True,79.414,"LINESTRING (13.2084383 52.5284581, 13.2080554 52.5286211, 13.207915 52.5286808, 13.2078569 52.5287056, 13.2074765 52.5288676)",7,41.179,17.453,
29175418,27586466,4752744,Schulenburgstraße,tertiary,30,True,73.671,"LINESTRING (13.2105205 52.5270499, 13.210796 52.5270636, 13.2110778 52.5270967, 13.2112089 52.5271212, 13.2113283 52.5271553, 13.2113432 52.5271614, 13.2114468 52.5272169, 13.2115123 52.5272633)",7,12.772,10.632,
27586490,27586485,4497945,Ruhlebener Straße,secondary,50,True,44.125,"LINESTRING (13.2073298 52.5287613, 13.2075656 52.5286545, 13.2076425 52.5286197, 13.2077096 52.5285894, 13.2078531 52.5285244)",7,39.036,18.008,
27586497,27586505,428550556,Ruhlebener Straße,secondary,50,True,10.581,"LINESTRING (13.2048862 52.5301939, 13.2047656 52.5302545)",7,44.407,13.703,
27586500,27586490,4497945,Ruhlebener Straße,secondary,50,True,237.208,"LINESTRING (13.2046534 52.5301395, 13.2051685 52.5298647, 13.2073298 52.5287613)",8,45.372,10.284,
27586870,27586863,4498110,Teltower Straße,tertiary,50,False,200.94700000000003,"LINESTRING (13.2170133 52.5261511, 13.2181444 52.5255238, 13.2183775 52.5253666, 13.2184695 52.5253046, 13.2185869 52.5251842, 13.2187005 52.5250489, 13.2188651 52.524778)",8,36.199,5.706,
27587435,27587434,70905122,Heerstraße,residential,30,True,17.452,"LINESTRING (13.2593932 52.5087351, 13.2591357 52.5087267)",8,27.99,13.291,
27587436,27587435,70905122,Heerstraße,residential,30,True,92.018,"LINESTRING (13.2607457 52.5088197, 13.2600953 52.5087784, 13.2595301 52.5087425, 13.2593932 52.5087351)",8,31.097,9.452,
27587450,275725785,9873997,Heerstraße,residential,30,True,246.28099999999998,"LINESTRING (13.2645301 52.5090597, 13.2630511 52.5089685, 13.2613121 52.5088613, 13.2611134 52.5088491, 13.261103 52.5088481, 13.2609109 52.5088302)",8,38.581,12.658,
275725785,27587436,70905122,Heerstraße,residential,30,True,11.241,"LINESTRING (13.2609109 52.5088302, 13.2607457 52.5088197)",9,34.14,10.048,
27587518,27587450,9873997,Heerstraße,residential,30,True,123.929,"LINESTRING (13.2663539 52.5091596, 13.2645301 52.5090597)",8,38.801,13.73,
27587520,27587518,9873997,Heerstraße,residential,30,True,147.38,"LINESTRING (13.26852 52.5092955, 13.2682233 52.5092722, 13.2663539 52.5091596)",8,39.899,9.368,
27683839,26908750,4517410,,motorway_link,60,True,59.316,"LINESTRING (13.3513635 52.4740018, 13.3518648 52.4744392)",9,59.972,9.338,
27784947,27784949,6075138,Eisenacher Straße,residential,30,False,93.168,"LINESTRING (13.3491237 52.4903966, 13.3492026 52.4912331)",9,29.162,6.659,
27784949,27784952,6075138,Eisenacher Straße,residential,30,False,65.606,"LINESTRING (13.3492026 52.4912331, 13.3492295 52.4915234, 13.3492504 52.491756, 13.3492563 52.4918222)",8,26.93,5.964,
27784952,27784958,4597427,Barbarossaplatz,residential,30,True,40.759,"LINESTRING (13.3492563 52.4918222, 13.3493248 52.4918271, 13.3493892 52.4918434, 13.349587 52.4920403, 13.349609 52.4920898)",9,27.986,5.989,
27784955,27784952,4597427,Barbarossaplatz,residential,30,True,46.080999999999996,"LINESTRING (13.3488448 52.4921473, 13.3488436 52.4921311, 13.3492563 52.4918222)",8,24.325,4.682,
27784959,27784964,32936397,Eisenacher Straße,residential,30,False,117.45800000000001,"LINESTRING (13.3493164 52.4923136, 13.3493363 52.4924103, 13.3493814 52.492629, 13.3494458 52.492947, 13.3495181 52.4932934, 13.3495324 52.4933617)",9,24.176,4.831,
27784967,27785575,32936397,Eisenacher Straße,residential,30,False,97.772,"LINESTRING (13.3497574 52.4946406, 13.3497006 52.4955192)",9,25.801,5.766,
27784967,27784976,10099393,Hohenstaufenstraße,secondary,30,False,118.71099999999998,"LINESTRING (13.3497574 52.4946406, 13.3493657 52.494606, 13.3491434 52.4945863, 13.3480221 52.4944872)",9,36.561,6.539,
27785575,27784967,32936397,Eisenacher Straße,residential,30,False,97.772,"LINESTRING (13.3497006 52.4955192, 13.3497574 52.4946406)",9,16.487,11.092,
27785575,27785561,32936397,Eisenacher Straße,residential,30,False,101.321,"LINESTRING (13.3497006 52.4955192, 13.3496941 52.4956501, 13.3496625 52.4964301)",9,23.962,5.033,
27785034,27785036,23752796,Bayerischer Platz,residential,30,True,37.005,"LINESTRING (13.339688 52.4896022, 13.3395338 52.4895786, 13.3393826 52.4895267, 13.3392236 52.4894395)",8,20.459,4.794,
27785090,27786595,168917742,Eisenacher Straße,residential,30,False,126.10399999999998,"LINESTRING (13.3493345 52.4882672, 13.3490692 52.4892756, 13.3490632 52.4892985, 13.3490445 52.4893874)",9,14.754,8.734,
27786595,27786594,32936395,Eisenacher Straße,residential,50,False,10.542,"LINESTRING (13.3490445 52.4893874, 13.3490301 52.4894818)",9,21.906,9.105,
27786595,27786223,4531624,Grunewaldstraße,secondary,50,True,137.264,"LINESTRING (13.3490445 52.4893874, 13.3492129 52.4894082, 13.3495822 52.4894493, 13.3510423 52.4895968)",8,37.947,6.784,
27785091,27785090,168917742,Eisenacher Straße,residential,30,False,106.811,"LINESTRING (13.3496183 52.4873223, 13.3493345 52.4882672)",8,30.53,6.751,
27785157,27785158,32879634,Badensche Straße,tertiary,50,False,16.425,"LINESTRING (13.3409669 52.4856076, 13.3412093 52.4856021)",9,36.704,12.678,
27785302,27785305,508614988,Hauptstraße,primary,30,True,24.05,"LINESTRING (13.3529564 52.4843476, 13.353223 52.4844905)",9,29.203,8.302,
27785305,27785304,34871035,Eisenacher Straße,residential,30,True,22.83,"LINESTRING (13.353223 52.4844905, 13.3530746 52.4846074, 13.3530129 52.484651)",8,13.406,10.294,
27785304,27785303,593851959,Hauptstraße,primary,30,True,24.358,"LINESTRING (13.3530129 52.484651, 13.3527309 52.484515)",7,33.972,8.424,
27785304,27785496,636657912,Eisenacher Straße,residential,30,False,219.07700000000003,"LINESTRING (13.3530129 52.484651, 13.352898 52.4847389, 13.3528638 52.484765, 13.352132 52.4853418, 13.3511559 52.4861113, 13.3511319 52.4861302, 13.3510322 52.4862088)",8,22.598,6.438,
27785496,27785091,636657912,Eisenacher Straße,residential,30,False,156.513,"LINESTRING (13.3510322 52.4862088, 13.3509368 52.4862839, 13.3509124 52.4863031, 13.3496183 52.4873223)",9,26.447,6.526,
27785364,27785365,25205087,Kaiser-Wilhelm-Platz,secondary,50,False,12.562,"LINESTRING (13.3569835 52.4869202, 13.3571411 52.4868606)",7,26.37,7.025,
