,,osmid,name,highway,maxspeed,oneway,length,geometry,hour_of_day,speed_kph_mean,speed_kph_stddev,est_width
26848433,31357325,4686467,Reuterstraße,residential,50,False,14.457,"LINESTRING (13.4289562 52.4864738, 13.4289531 52.4866038)",8,23.781,11.018,
26848433,29737158,31103020,Reuterstraße,residential,30,False,120.751,"LINESTRING (13.4289562 52.4864738, 13.42895 52.4863615, 13.4289482 52.4863289, 13.4289082 52.4856191, 13.4289057 52.4855749, 13.4289037 52.4855387, 13.4288952 52.4853885)",9,31.32,9.277,
31357325,26848433,4686467,Reuterstraße,residential,50,False,14.457,"LINESTRING (13.4289531 52.4866038, 13.4289562 52.4864738)",8,24.109,11.52,
31357325,1870038157,27943548,Sonnenallee,secondary,50,True,78.757,"LINESTRING (13.4289531 52.4866038, 13.4286812 52.4867005, 13.4279525 52.4869649)",9,40.025,8.379,
29737158,26848433,31103020,Reuterstraße,residential,30,False,120.75099999999999,"LINESTRING (13.4288952 52.4853885, 13.4289037 52.4855387, 13.4289057 52.4855749, 13.4289082 52.4856191, 13.4289482 52.4863289, 13.42895 52.4863615, 13.4289562 52.4864738)",9,13.164,9.336,
26848434,29736117,155585309,Pannierstraße,tertiary,50,False,13.569,"LINESTRING (13.4302888 52.4861434, 13.4301798 52.486041)",9,22.659,8.437,
26848434,31357325,27943551,Sonnenallee,secondary,30,True,103.93599999999999,"LINESTRING (13.4302888 52.4861434, 13.4292111 52.4865145, 13.429204 52.4865169, 13.429166 52.4865322, 13.4289531 52.4866038)",8,31.323,14.73,
29736117,26848434,155585309,Pannierstraße,tertiary,50,False,13.569,"LINESTRING (13.4301798 52.486041, 13.4302888 52.4861434)",9,19.692,14.27,
29736117,1502779887,155605343,Sonnenallee,secondary,30,True,27.81,"LINESTRING (13.4301798 52.486041, 13.4303714 52.4859739, 13.4305361 52.4859166)",7,37.722,9.866,
26848438,268476003,68455988,Weichselstraße,residential,50,False,14.894,"LINESTRING (13.4336482 52.484793, 13.4337835 52.4848986)",8,19.854,12.583,
26848438,27555006,36738529,Weichselstraße,residential,30,False,128.349,"LINESTRING (13.4336482 52.484793, 13.4335684 52.4847322, 13.4335304 52.4847033, 13.4333511 52.4845668, 13.4333199 52.484543, 13.4330775 52.4843585, 13.43295 52.4842614, 13.4325325 52.4839435, 13.4324643 52.4838916)",9,23.41,5.529,
268476003,26848438,68455988,Weichselstraße,residential,50,False,14.894,"LINESTRING (13.4337835 52.4848986, 13.4336482 52.484793)",9,22.065,8.581,
268476003,27555238,68135997,Weichselstraße,residential,30,False,172.113,"LINESTRING (13.4337835 52.4848986, 13.4338667 52.4849619, 13.433908 52.4849933, 13.4339871 52.4850535, 13.4346831 52.4855832, 13.4349618 52.4857954, 13.4353715 52.4861072)",9,23.169,6.969,
268476003,31357323,119723638,Sonnenallee,secondary,30,True,62.010000000000005,"LINESTRING (13.4337835 52.4848986, 13.4336279 52.4849635, 13.4335286 52.4849989, 13.4330016 52.4851885)",8,34.603,10.246,
27555006,337267061,36738529,Weichselstraße,residential,30,False,103.70599999999999,"LINESTRING (13.4324643 52.4838916, 13.4323776 52.4838266, 13.4320451 52.4835773, 13.4320225 52.4835604, 13.4320115 52.4835521, 13.4314985 52.4831678)",8,19.001,6.651,
27555006,26848438,36738529,Weichselstraße,residential,30,False,128.349,"LINESTRING (13.4324643 52.4838916, 13.4325325 52.4839435, 13.43295 52.4842614, 13.4330775 52.4843585, 13.4333199 52.484543, 13.4333511 52.4845668, 13.4335304 52.4847033, 13.4335684 52.4847322, 13.4336482 52.484793)",9,14.137,7.938,
27555006,29737157,640465874,Donaustraße,residential,30,False,258.012,"LINESTRING (13.4324643 52.4838916, 13.4323677 52.4839416, 13.4320706 52.4840955, 13.4317529 52.4842682, 13.4316891 52.4843024, 13.4315903 52.4843553, 13.4314783 52.4844012, 13.4312651 52.4845164, 13.4311059 52.4846024, 13.4310471 52.4846334, 13.4310001 52.4846781, 13.4308946 52.4847347, 13.4308432 52.4847623, 13.4307538 52.4848099, 13.4305252 52.4849315, 13.4304509 52.4849711, 13.4302349 52.485086, 13.4299808 52.4852212, 13.4296644 52.4853896, 13.4296051 52.4854211)",9,23.604,7.14,
26848440,31357322,30163848,Fuldastraße,residential,50,False,14.671,"LINESTRING (13.4358151 52.4837359, 13.4359482 52.48384)",8,20.757,9.16,
26848440,1646998571,209264196,Fuldastraße,residential,30,False,123.92800000000001,"LINESTRING (13.4358151 52.4837359, 13.4357222 52.4836656, 13.4356987 52.4836477, 13.4354902 52.4834897, 13.4351954 52.4832663, 13.4351685 52.4832459, 13.4348095 52.4829739, 13.4347502 52.4829291, 13.4346686 52.4828672)",8,23.094,11.468,
26848440,26848442,111327264,Sonnenallee,secondary,30,True,139.855,"LINESTRING (13.4358151 52.4837359, 13.4359448 52.4836697, 13.436199 52.4835401, 13.4362827 52.4834974, 13.4364835 52.4833953, 13.4373999 52.4829294)",9,33.929,8.06,
31357322,26848440,30163848,Fuldastraße,residential,50,False,14.671,"LINESTRING (13.4359482 52.48384, 13.4358151 52.4837359)",8,20.399,11.715,
1646998571,337267056,209264196,Fuldastraße,residential,30,False,108.138,"LINESTRING (13.4346686 52.4828672, 13.4345758 52.482797, 13.4344943 52.4827355, 13.4341857 52.4825023, 13.4341763 52.4824952, 13.4341672 52.4824883, 13.4337924 52.4822051, 13.433749 52.4821724, 13.4336665 52.48211)",8,13.241,9.428,
1646998571,26848440,209264196,Fuldastraße,residential,30,False,123.92800000000001,"LINESTRING (13.4346686 52.4828672, 13.4347502 52.4829291, 13.4348095 52.4829739, 13.4351685 52.4832459, 13.4351954 52.4832663, 13.4354902 52.4834897, 13.4356987 52.4836477, 13.4357222 52.4836656, 13.4358151 52.4837359)",9,14.045,12.726,
1646998571,27555006,657255429,Donaustraße,residential,30,False,187.76600000000002,"LINESTRING (13.4346686 52.4828672, 13.4345196 52.4829351, 13.4344976 52.4829451, 13.4343246 52.4830256, 13.4341811 52.4830924, 13.4337454 52.4832952, 13.4336973 52.4833177, 13.433456 52.48343, 13.4334044 52.483454, 13.4325593 52.4838474, 13.4324643 52.4838916)",9,25.956,7.987,
26848442,26848443,111327267,Sonnenallee,secondary,30,True,40.921,"LINESTRING (13.4373999 52.4829294, 13.4377318 52.4827701, 13.4378745 52.4827016)",8,36.793,8.461,
26848443,319111814,111327267,Sonnenallee,secondary,30,True,12.531,"LINESTRING (13.4378745 52.4827016, 13.438017 52.4826297)",7,38.197,8.638,
26848446,29720800,155605362,,tertiary,50,False,15.068,"LINESTRING (13.4400531 52.481636, 13.4401913 52.4817422)",7,25.833,10.466,
26848446,31261014,296102502,Sonnenallee,secondary,30,True,111.199,"LINESTRING (13.4400531 52.481636, 13.4402255 52.4815576, 13.4402904 52.4815262, 13.4406355 52.4813581, 13.4412302 52.4810625, 13.441335 52.4810112)",7,38.587,8.275,
29720800,26848446,155605362,,tertiary,50,False,15.068,"LINESTRING (13.4401913 52.4817422, 13.4400531 52.481636)",9,24.322,9.254,
29720800,68416951,489630984,Sonnenallee,secondary,30,True,176.712,"LINESTRING (13.4401913 52.4817422, 13.4400206 52.4818276, 13.4396834 52.4819947, 13.4394102 52.48213, 13.4389965 52.482335, 13.4389458 52.4823601, 13.4381677 52.4827456)",9,29.212,9.181,
31261014,31258792,296102502,Sonnenallee,secondary,30,True,27.543,"LINESTRING (13.441335 52.4810112, 13.4414197 52.4809688, 13.4416474 52.4808526)",9,35.936,9.687,
26848451,31259852,36738530,Innstraße,residential,50,False,14.43,"LINESTRING (13.4426579 52.4803486, 13.4427925 52.4804492)",7,25.341,10.824,
26848519,31389417,25199872,Altensteinstraße,tertiary,50,False,185.74,"LINESTRING (13.3031693 52.4580889, 13.3017167 52.4566723)",7,43.577,8.772,
26848519,26729625,4475954,Altensteinstraße,tertiary,50,True,73.097,"LINESTRING (13.3031693 52.4580889, 13.3033175 52.4582149, 13.3034435 52.458322, 13.3035382 52.4584069, 13.303602 52.4584694, 13.3036429 52.4585243, 13.3037409 52.4586443)",8,19.535,18.583,
1474201625,26848485,345385418,Königin-Luise-Straße,secondary,50,False,109.84,"LINESTRING (13.3019105 52.4583134, 13.3027687 52.4584664, 13.3030723 52.4585229, 13.3031918 52.4585451, 13.3034643 52.4585951)",9,25.566,15.63,
26848489,26848494,158184091,Englerallee,tertiary,50,True,14.783,"LINESTRING (13.3038102 52.4591253, 13.303735 52.4590005)",9,26.343,12.709,
26848494,26848485,311904862,Englerallee,tertiary,50,True,48.676,"LINESTRING (13.303735 52.4590005, 13.303582 52.4587829, 13.3035525 52.4587362, 13.3034643 52.4585951)",8,17.946,16.827,
264876088,26729646,149992022,Englerallee,tertiary,50,True,155.503,"LINESTRING (13.3042985 52.4602166, 13.304376 52.4606146, 13.3044395 52.4609642, 13.3044538 52.4610431, 13.3045564 52.4616062)",9,50.035,6.806,
26848504,82654319,158184091,Englerallee,tertiary,50,True,159.921,"LINESTRING (13.3043524 52.4616641, 13.3040773 52.4602357)",7,47.269,6.125,
82654319,26848489,158184091,Englerallee,tertiary,50,True,125.045,"LINESTRING (13.3040773 52.4602357, 13.3039096 52.4593447, 13.3038466 52.4591932, 13.3038102 52.4591253)",8,38.312,9.994,
31389417,26848519,25199872,Altensteinstraße,tertiary,50,False,185.74,"LINESTRING (13.3017167 52.4566723, 13.3031693 52.4580889)",7,38.075,13.973,
26848561,26848649,23109070,Podbielskiallee,tertiary,50,True,24.604,"LINESTRING (13.2967466 52.4645466, 13.296678 52.4646059, 13.2965316 52.4647249)",9,19.794,8.264,
26848649,26848645,4733595,Im Dol,residential,50,False,14.258,"LINESTRING (13.2965316 52.4647249, 13.2963596 52.464651)",9,17.896,8.383,
30180615,126363426,4520022,Pacelliallee,tertiary,50,True,166.492,"LINESTRING (13.2893822 52.4688127, 13.2892256 52.467659, 13.2891796 52.4673205)",7,48.454,6.088,
26848591,26865474,28427189,Platz am Wilden Eber,tertiary,50,True,16.698,"LINESTRING (13.2897722 52.4700908, 13.2899122 52.4702144)",7,31.832,8.062,
26865474,272468835,28427189,Platz am Wilden Eber,tertiary,50,True,24.861,"LINESTRING (13.2899122 52.4702144, 13.2900955 52.4704081)",9,29.348,8.155,
26848617,31260170,364588556,Sonnenallee,secondary,30,True,24.438000000000002,"LINESTRING (13.4477643 52.4778217, 13.4478404 52.4777858, 13.4478928 52.477759, 13.4480432 52.4776823)",9,31.281,14.959,
31260170,447937665,38084769,,tertiary,50,False,15.896,"LINESTRING (13.4480432 52.4776823, 13.4480856 52.4778229)",9,26.037,9.63,
31260170,1680040015,137720657,Hertzbergstraße,residential,30,False,177.753,"LINESTRING (13.4480432 52.4776823, 13.4480092 52.4775677, 13.4480018 52.4775414, 13.4479442 52.477351, 13.4479362 52.4773245, 13.447914 52.4772513, 13.4476965 52.4765354, 13.4476634 52.4764266, 13.4476402 52.4763807, 13.4476167 52.4763341, 13.4475726 52.4761872, 13.4475503 52.4761128)",9,24.822,8.31,
26848620,31258378,182575045,Thiemannstraße,residential,30,False,148.683,"LINESTRING (13.4500912 52.476683, 13.4498528 52.4764058, 13.4497995 52.4763438, 13.4497843 52.4763303, 13.4493529 52.4759463, 13.4489463 52.4756626, 13.4488427 52.4755903)",9,28.684,4.298,
31258378,1680040015,4849535,Böhmische Straße,residential,30,False,107.45,"LINESTRING (13.4488427 52.4755903, 13.4487182 52.4756949, 13.448458 52.4758158, 13.4481749 52.4759481, 13.4481171 52.4759751, 13.4479998 52.4760273, 13.4479003 52.4760555, 13.4477253 52.4760842, 13.4475503 52.4761128)",8,24.019,7.011,
26848622,1838919691,627841670,Mareschstraße,residential,30,False,92.99000000000001,"LINESTRING (13.4529789 52.4752508, 13.452188 52.4746537, 13.4521103 52.4746034)",9,27.791,9.483,
1838919691,26848622,627841670,Mareschstraße,residential,30,False,92.99000000000001,"LINESTRING (13.4521103 52.4746034, 13.452188 52.4746537, 13.4529789 52.4752508)",9,25.06,9.262,
26848623,31259334,109795098,Sonnenallee,secondary,50,True,110.457,"LINESTRING (13.4545897 52.4744555, 13.4547128 52.4744016, 13.4550375 52.474259, 13.4554963 52.4740276, 13.4557142 52.4739226, 13.45576 52.4739, 13.4558652 52.4738379)",8,24.303,17.532,
31259334,31259335,165984239,Saalestraße,residential,50,False,8.871,"LINESTRING (13.4558652 52.4738379, 13.4559425 52.4739023)",9,26.954,6.962,
26848661,26848668,30124172,Pacelliallee,secondary,50,True,24.289,"LINESTRING (13.2869843 52.4583453, 13.2869529 52.4581277)",7,27.603,14.337,
26848713,26848825,4603337,Lepsiusstraße,tertiary,50,False,102.32300000000001,"LINESTRING (13.3207641 52.4643963, 13.3211016 52.4647664, 13.3213375 52.465026, 13.3214253 52.4651545, 13.3214231 52.4652154)",9,34.581,6.101,
26848825,26848713,4603337,Lepsiusstraße,tertiary,50,False,102.32300000000001,"LINESTRING (13.3214231 52.4652154, 13.3214253 52.4651545, 13.3213375 52.465026, 13.3211016 52.4647664, 13.3207641 52.4643963)",8,32.363,9.001,
26848723,26848757,318138835,Lepsiusstraße,tertiary,50,False,33.914,"LINESTRING (13.3189867 52.462487, 13.3188171 52.4622991, 13.3187416 52.4622211)",8,24.068,9.235,
26848757,30320243,318138835,Lepsiusstraße,tertiary,50,False,60.788,"LINESTRING (13.3187416 52.4622211, 13.3183018 52.4617446)",8,27.005,6.466,
26848757,26848723,318138835,Lepsiusstraße,tertiary,50,False,33.914,"LINESTRING (13.3187416 52.4622211, 13.3188171 52.4622991, 13.3189867 52.462487)",9,22.062,12.952,
30320243,3573516691,318138835,Lepsiusstraße,tertiary,50,False,70.971,"LINESTRING (13.3183018 52.4617446, 13.3177731 52.4611936)",8,28.68,9.608,
30320243,26848757,318138835,Lepsiusstraße,tertiary,50,False,60.788,"LINESTRING (13.3183018 52.4617446, 13.3187416 52.4622211)",9,27.12,9.309,
26848809,421409699,112509341,Schloßstraße,secondary,50,True,18.437,"LINESTRING (13.3267948 52.4631177, 13.3269297 52.4632617)",9,34.454,10.116,
421409699,421409710,112509341,Schloßstraße,secondary,50,True,90.261,"LINESTRING (13.3269297 52.4632617, 13.3269744 52.4633071, 13.3270297 52.4633632, 13.3275077 52.4638485, 13.3275323 52.4638734, 13.3276153 52.4639577)",8,32.806,16.102,
26848813,130097525,209262338,Schloßstraße,secondary,50,True,18.375,"LINESTRING (13.326816 52.4632985, 13.3266795 52.4631557)",7,39.056,10.143,
130097525,26849000,36071345,Schloßstraße,secondary,50,True,195.96,"LINESTRING (13.3266795 52.4631557, 13.3266373 52.4631124, 13.3265924 52.4630664, 13.3259665 52.4624338, 13.3259406 52.4624071, 13.3255685 52.4620342, 13.325336 52.4617962, 13.3252885 52.4617476, 13.3251888 52.4616455)",7,20.41,9.839,
26848821,26848813,209262338,Schloßstraße,secondary,50,True,89.89200000000001,"LINESTRING (13.327474 52.4640005, 13.3274006 52.4639212, 13.3271452 52.4636454, 13.3269515 52.4634413, 13.3269152 52.463403, 13.326816 52.4632985)",8,30.421,15.385,
26848925,26848821,209262338,Schloßstraße,secondary,50,True,69.82600000000001,"LINESTRING (13.3279654 52.4645525, 13.3276192 52.4641641, 13.327595 52.4641368, 13.3275635 52.4641013, 13.327474 52.4640005)",8,32.519,14.554,
26848935,267365408,554960999,Rheinstraße,secondary,50,True,13.846,"LINESTRING (13.3326148 52.4688705, 13.3327188 52.4689777)",7,28.803,10.377,
26848935,277949459,4536808,Saarstraße,secondary,30,True,20.308999999999997,"LINESTRING (13.3326148 52.4688705, 13.3327365 52.4688299, 13.3328777 52.4687827)",8,38.958,8.549,
267365408,21487265,87332570,Schmiljanstraße,secondary,50,True,12.932,"LINESTRING (13.3327188 52.4689777, 13.332554 52.4690364)",7,32.808,13.336,
277949459,26852172,4536808,Saarstraße,secondary,30,True,41.941,"LINESTRING (13.3328777 52.4687827, 13.3334373 52.4686213)",9,41.957,7.774,
26848948,26848977,4585096,,residential,50,False,10.767,"LINESTRING (13.3284176 52.4689246, 13.3282587 52.4689271)",7,21.254,8.264,
26848977,26848973,4463222,Bundesallee,secondary,50,True,204.755,"LINESTRING (13.3282587 52.4689271, 13.3282577 52.4688621, 13.3282484 52.4682326, 13.3282273 52.4670858)",9,43.567,5.903,
26848973,26848969,4463222,Bundesallee,secondary,50,True,88.4,"LINESTRING (13.3282273 52.4670858, 13.328226 52.466909, 13.3282225 52.4664417, 13.3282223 52.466409, 13.328222 52.4663723, 13.3282214 52.4662908)",9,30.048,19.321,
26848988,26907678,41721040,,motorway_link,50,True,13.09,"LINESTRING (13.3278097 52.4605356, 13.3276945 52.4604411)",9,27.988,18.314,
26848991,1420372623,283629036,Schildhornstraße,secondary,30,True,21.763,"LINESTRING (13.3223025 52.4623736, 13.3220331 52.4624802)",9,34.675,9.231,
1420372623,26583825,128602194,Schildhornstraße,secondary,30,True,37.22,"LINESTRING (13.3220331 52.4624802, 13.3218749 52.4625138, 13.3218225 52.4625249, 13.3217057 52.4625499, 13.3215038 52.4625601)",7,33.545,11.4,
26849000,26907788,70171833,Schloßstraße,secondary,50,True,43.512,"LINESTRING (13.3251888 52.4616455, 13.3251229 52.4615744, 13.3249399 52.4613768, 13.3248732 52.4613047)",7,34.272,8.755,
26907788,26907792,30149228,Schloßstraße,secondary,50,True,118.28699999999999,"LINESTRING (13.3248732 52.4613047, 13.3247945 52.4612215, 13.3247252 52.4611482, 13.3241709 52.4605619, 13.3241261 52.4605145, 13.3240772 52.4604628, 13.3240015 52.460383)",8,34.786,12.473,
26849003,26849000,4531702,Schildhornstraße,secondary_link,50,True,11.66,"LINESTRING (13.3253406 52.4615961, 13.3252445 52.4616274, 13.3251888 52.4616455)",9,27.744,27.053,
26849003,26848809,440212233,Schloßstraße,secondary,50,True,195.791,"LINESTRING (13.3253406 52.4615961, 13.3254014 52.4616598, 13.3254418 52.4617022, 13.3260325 52.462321, 13.3260674 52.4623569, 13.3261627 52.4624589, 13.3266715 52.4629892, 13.3267028 52.4630218, 13.3267948 52.4631177)",8,28.831,16.542,
26849055,21487264,4575452,Schmiljanstraße,secondary,50,True,49.626999999999995,"LINESTRING (13.3293224 52.4710404, 13.3292807 52.4712536, 13.3292665 52.4712914, 13.3291484 52.4714703)",9,23.437,14.455,
26849059,21487264,87332568,Friedrich-Wilhelm-Platz,secondary,50,True,17.518,"LINESTRING (13.3290085 52.4713378, 13.3291484 52.4714703)",9,34.627,7.005,
26849059,26849055,4536850,Schmiljanstraße,secondary,50,True,39.738,"LINESTRING (13.3290085 52.4713378, 13.3290815 52.4712351, 13.32911 52.4711939, 13.3293224 52.4710404)",9,40.29,6.295,
26849060,26849059,288689074,Friedrich-Wilhelm-Platz,secondary,50,True,13.093,"LINESTRING (13.3289315 52.4714458, 13.3290085 52.4713378)",9,34.823,8.34,
26849060,26849062,4575457,Friedrich-Wilhelm-Platz,secondary,50,True,43.89,"LINESTRING (13.3289315 52.4714458, 13.3287602 52.4713952, 13.3284767 52.4713091, 13.3283543 52.4712667)",7,25.988,8.651,
26849062,26849074,87332567,Friedrich-Wilhelm-Platz,secondary,50,True,11.19,"LINESTRING (13.3283543 52.4712667, 13.3282912 52.4711737)",9,31.943,8.04,
26849084,26849086,24961509,Wiesbadener Straße,tertiary,50,False,82.765,"LINESTRING (13.325326 52.4715544, 13.3246611 52.4715601, 13.3245306 52.4715612, 13.3242806 52.4715626, 13.3242352 52.4715628, 13.3241042 52.4715634)",8,27.352,14.2,
26849086,26736539,24961509,Wiesbadener Straße,tertiary,50,False,76.875,"LINESTRING (13.3241042 52.4715634, 13.3239855 52.471564, 13.3239323 52.4715643, 13.3236131 52.4715659, 13.3235731 52.4715659, 13.3229693 52.4715691)",8,36.628,6.779,
26852165,26852211,554960998,Rheinstraße,secondary,50,True,34.081,"LINESTRING (13.3352992 52.4716441, 13.3351196 52.4714764, 13.3350243 52.4713874)",9,37.795,9.048,
26852211,21487265,67704027,Rheinstraße,secondary,50,True,310.386,"LINESTRING (13.3350243 52.4713874, 13.3349305 52.4712981, 13.3326804 52.4691567, 13.3326464 52.4691243, 13.332554 52.4690364)",9,25.081,12.617,
26852168,26852170,95928371,Bundesallee,secondary_link,50,True,11.742,"LINESTRING (13.328402 52.4773002, 13.3284016 52.4771946)",8,36.522,11.758,
26852168,26852237,4395478,Südwestkorso,tertiary,50,True,31.044999999999998,"LINESTRING (13.328402 52.4773002, 13.3282109 52.4772358, 13.3281364 52.4772079, 13.3280064 52.4771593)",7,36.254,7.306,
26852170,26852192,4603578,Südwestkorso,tertiary,50,True,16.814,"LINESTRING (13.3284016 52.4771946, 13.3285826 52.4772981)",9,27.111,6.146,
26852170,5209425727,95928371,Bundesallee,secondary_link,50,True,72.19800000000001,"LINESTRING (13.3284016 52.4771946, 13.3283999 52.4770903, 13.3283955 52.4768277, 13.3283494 52.4766756, 13.3283204 52.4765653, 13.3283163 52.4765495)",8,38.007,8.058,
26852237,26852217,24960965,Südwestkorso,tertiary,50,True,136.306,"LINESTRING (13.3280064 52.4771593, 13.3262977 52.4765116)",7,42.282,4.553,
5209425727,26852191,95928371,Bundesallee,secondary_link,50,True,91.53,"LINESTRING (13.3283163 52.4765495, 13.3283043 52.4765038, 13.328287 52.4761047, 13.3282706 52.4757272)",9,42.245,7.252,
26852172,370014850,4536810,Saarstraße,secondary,30,False,88.686,"LINESTRING (13.3334373 52.4686213, 13.3345412 52.4681925)",9,44.135,9.038,
26852172,267365408,150245493,Saarstraße,secondary,30,True,63.053,"LINESTRING (13.3334373 52.4686213, 13.3328988 52.4689173, 13.3328475 52.4689345, 13.3327188 52.4689777)",9,18.968,16.1,
370014850,26852172,4536810,Saarstraße,secondary,30,False,88.686,"LINESTRING (13.3345412 52.4681925, 13.3334373 52.4686213)",9,37.148,10.48,
370014850,26907965,4693387,Saarstraße,secondary,30,True,39.803,"LINESTRING (13.3345412 52.4681925, 13.3349162 52.4680153, 13.3350066 52.467974)",9,41.29,13.838,
26852174,26852210,67556839,Hauptstraße,secondary,50,True,110.385,"LINESTRING (13.3410951 52.4763488, 13.3409956 52.4762701, 13.3402502 52.4756802, 13.3402073 52.4756456, 13.3400998 52.4755627)",8,33.133,13.208,
26852210,300129003,67556839,Hauptstraße,secondary,50,True,260.961,"LINESTRING (13.3400998 52.4755627, 13.3399989 52.4754816, 13.3397935 52.4753151, 13.3383843 52.4741894, 13.3377659 52.4736954)",7,45.34,8.031,
26852177,27376137,34376236,Rubensstraße,tertiary,50,True,60.443999999999996,"LINESTRING (13.3424553 52.4771882, 13.3425761 52.4771225, 13.3426015 52.4771063, 13.3426673 52.4770469, 13.3427192 52.476983, 13.3427522 52.4769184, 13.3428424 52.4767137)",9,38.487,6.99,
27376137,544809411,446554520,Rubensstraße,tertiary,50,False,88.914,"LINESTRING (13.3428424 52.4767137, 13.3428471 52.4766789, 13.3429506 52.4759168)",8,37.115,11.631,
26852178,619470120,67835983,Hauptstraße,secondary,50,True,46.153999999999996,"LINESTRING (13.3375034 52.4732955, 13.3375736 52.4733505, 13.3379216 52.4736232)",7,49.806,9.237,
619470120,26852202,67835983,Hauptstraße,secondary,50,True,144.494,"LINESTRING (13.3379216 52.4736232, 13.3386194 52.4741862, 13.339207 52.4746603)",8,46.752,6.339,
26852180,271246005,112509368,Bundesallee,secondary,50,True,141.024,"LINESTRING (13.328357 52.4746608, 13.3283576 52.4745991, 13.3283532 52.4742333, 13.3283354 52.4735335, 13.328335 52.4734941, 13.328349 52.473393)",9,33.648,14.641,
271246005,271245587,464372610,Friedrich-Wilhelm-Platz,secondary,50,True,39.542,"LINESTRING (13.328349 52.473393, 13.3283597 52.4733164, 13.3284045 52.473039)",9,40.906,7.63,
26852191,26852180,95928371,Bundesallee,secondary_link,50,True,118.966,"LINESTRING (13.3282706 52.4757272, 13.3282731 52.4750338, 13.328357 52.4746608)",8,40.096,9.923,
26852196,26852177,67835983,Hauptstraße,secondary,50,True,131.053,"LINESTRING (13.3412391 52.4762715, 13.3423484 52.4771076, 13.3423847 52.477135, 13.3424553 52.4771882)",7,32.562,16.213,
26852202,26852199,67835983,Hauptstraße,secondary,50,True,116.90700000000001,"LINESTRING (13.339207 52.4746603, 13.3401506 52.4753896, 13.3401852 52.4754189, 13.3402708 52.4754882)",9,33.753,14.198,
26852208,26751274,67707641,Hauptstraße,secondary,50,True,159.954,"LINESTRING (13.342559 52.4772711, 13.3429691 52.4775761, 13.3432622 52.4777872, 13.343582 52.477989, 13.343733 52.4780942, 13.3437801 52.4781283, 13.3439592 52.478257, 13.3439936 52.4782815, 13.3441027 52.478359)",9,22.256,13.18,
300129003,26852230,67556839,Hauptstraße,secondary,50,True,29.828,"LINESTRING (13.3377659 52.4736954, 13.3374948 52.473484)",7,45.152,7.33,
26852213,26852183,4525730,Rheinstraße,secondary,50,True,34.504999999999995,"LINESTRING (13.3352083 52.4713109, 13.3353868 52.4714874, 13.3354755 52.4715751)",9,33.926,9.129,
26852217,264645194,24960965,Südwestkorso,tertiary,50,True,105.039,"LINESTRING (13.3262977 52.4765116, 13.325998 52.4763942, 13.3250836 52.475926)",9,43.686,7.308,
264645194,259095787,24960965,Südwestkorso,tertiary,50,True,61.382999999999996,"LINESTRING (13.3250836 52.475926, 13.3245439 52.4756493, 13.3243991 52.4755645)",7,44.126,6.774,
26852223,26852236,4463559,Rubensstraße,tertiary,50,False,172.817,"LINESTRING (13.3433957 52.4725559, 13.3433716 52.4727915, 13.3432508 52.4737046, 13.3431964 52.4741053)",8,44.193,9.654,
26852236,26852223,4463559,Rubensstraße,tertiary,50,False,172.817,"LINESTRING (13.3431964 52.4741053, 13.3432508 52.4737046, 13.3433716 52.4727915, 13.3433957 52.4725559)",9,44.615,8.191,
26852230,1124813893,67556839,Hauptstraße,secondary,50,True,44.372,"LINESTRING (13.3374948 52.473484, 13.3374157 52.4734224, 13.3372857 52.4733211, 13.3370985 52.4731663)",8,40.609,10.134,
1124813893,1169056623,67556839,Hauptstraße,secondary,50,True,114.957,"LINESTRING (13.3370985 52.4731663, 13.3360619 52.4723477)",9,39.549,8.185,
26857722,3913716888,37910332,Lichtenrader Damm,primary,50,True,51.878,"LINESTRING (13.4036931 52.4098145, 13.4039325 52.4093714)",7,47.938,8.99,
26857723,29737599,156350680,Lichtenrader Damm,primary,50,True,74.46,"LINESTRING (13.403993 52.4098689, 13.4039619 52.4099203, 13.4039282 52.4099761, 13.4037742 52.4102309, 13.4036192 52.4104985)",8,49.227,11.117,
29737599,26721496,156350680,Lichtenrader Damm,primary,50,True,161.924,"LINESTRING (13.4036192 52.4104985, 13.4032999 52.4110571, 13.4028331 52.4118735)",9,47.908,8.391,
26857732,1686072874,22910107,Töpchiner Weg,tertiary,50,False,238.52599999999995,"LINESTRING (13.4211821 52.4130824, 13.4210318 52.4130604, 13.4209653 52.4130506, 13.4207484 52.4130188, 13.4202537 52.4128781, 13.4200172 52.4127922, 13.4198148 52.4126791, 13.4196239 52.4125517, 13.4194841 52.4124268, 13.4193567 52.4122942, 13.41922 52.4121439, 13.4190641 52.4119336, 13.4190118 52.4118631, 13.4188488 52.4116368)",7,45.975,9.124,
26858261,26859119,4395433,Rahel-Hirsch-Straße,tertiary,50,True,54.295,"LINESTRING (13.3681041 52.5222495, 13.3682709 52.522368, 13.3685476 52.5225598, 13.3686033 52.522629)",9,37.743,11.193,
26859127,2442349449,158023908,Rahel-Hirsch-Straße,tertiary,50,True,27.595,"LINESTRING (13.3682945 52.522518, 13.3681957 52.5224585, 13.368156 52.5224242, 13.3680356 52.5223271)",9,32.704,17.995,
