,y,x,street_count,ref,highway
26908563,52.469452,13.3439025,3,,
26908567,52.4650307,13.3480201,4,,
26908569,52.464637,13.3402531,4,,
26908725,52.4744484,13.3500608,3,,
26908724,52.4738056,13.3518681,3,,
26908746,52.4740827,13.3524647,3,,
26908821,52.4746684,13.3506316,3,,
26908765,52.4777101,13.3556714,4,,
27186900,52.4778212,13.3558053,4,,
26908766,52.4781559,13.3550612,4,,
26908767,52.4771611,13.3540583,3,2,motorway_junction
26908780,52.4762128,13.3530799,3,,
1962520990,52.4747684,13.3515226,3,,
26908788,52.4743959,13.3486207,3,,
27537239,52.5167069,13.3265814,3,,
26908819,52.4766561,13.346962,3,,
26908832,52.4755776,13.348295,3,18,motorway_junction
1955853099,52.4752345,13.3492087,3,,
26908828,52.4751316,13.3490135,3,18,motorway_junction
26908980,52.4737073,13.3566162,3,,
26908974,52.4738197,13.3563804,3,18,motorway_junction
447768312,52.4738055,13.3554204,3,,
26908981,52.4742671,13.3588833,3,,
26913854,52.4992644,13.3804434,4,,traffic_signals
697441444,52.500601,13.3813767,3,,
26913879,52.4996719,13.3777567,3,,
116798361,52.4993459,13.3782233,3,,
26913884,52.4984925,13.3851673,4,,
272359147,52.496728,13.3845711,4,,
26914821,52.4195983,13.1909551,3,,
26916065,52.5042679,13.3443195,4,,
26916066,52.5039321,13.3459337,4,,
26704088,52.5040294,13.3460076,4,,
26925148,52.4421878,13.2653232,4,,
26925149,52.4422096,13.2655593,4,,
230352525,52.4439103,13.2667734,3,,
26925646,52.4423395,13.2701566,4,,
1616141272,52.4435742,13.2700176,3,,
26925676,52.4470469,13.2792536,4,,
338885912,52.4476184,13.2778092,3,,
26925680,52.445622,13.2842108,4,,
26925679,52.4456749,13.2840119,4,,
26934085,52.5200994,13.3851922,3,,
262482669,52.5202882,13.3855045,3,,
262482618,52.519653,13.3852902,3,,
26936201,52.4983568,13.3959618,4,,
26936200,52.4983409,13.3957302,4,,
29210921,52.4989654,13.3958048,4,,
26938191,52.5142918,13.3150045,3,,
26938192,52.5145896,13.3151986,4,,
26938196,52.5139213,13.3173428,4,,
26938195,52.5160847,13.3105251,4,,
614419921,52.516198,13.310618,3,,
26938946,52.5101607,13.2831653,3,,
26943851,52.5068936,13.2318736,3,,
5257308494,52.5082461,13.24197,4,,
213227878,52.5067378,13.2293799,3,,
26943852,52.5063648,13.2284797,4,,
27143881,52.5051451,13.2286793,3,,
1734279190,52.5068469,13.2275193,3,,
1734279191,52.5070613,13.2265668,3,,
26943872,52.5070274,13.2283653,4,,
26944215,52.4808608,13.328924,3,,
26944226,52.4803309,13.3317836,3,,
26952349,52.4976018,13.3639217,4,,
26952351,52.4952733,13.3660957,4,,
26952353,52.4952733,13.3663125,4,,
26952355,52.4937139,13.3655718,4,,
3073311336,52.4935336,13.3655028,4,,
26952408,52.4915371,13.3827807,4,,
270440062,52.4918966,13.3782841,3,,
26952401,52.489607,13.3792828,3,,
26952406,52.4898328,13.3822315,3,,
26952411,52.4917457,13.3794359,3,,
26952414,52.4922925,13.3794757,4,,
26952429,52.4912831,13.386765,3,,
26952504,52.4900619,13.3863334,4,,
26952503,52.4928135,13.3875035,4,,
27539563,52.4927604,13.3877438,4,,
270654946,52.492569,13.3873528,3,,
28096028,52.4900628,13.3865251,4,,
29498366,52.4900537,13.385765,3,,
26952837,52.4849429,13.4275884,3,,
337267069,52.48536,13.4266616,4,,
26952871,52.4821834,13.4248424,3,,
31261037,52.4818834,13.4248826,3,,
248386285,52.4856618,13.4242145,3,,
26952872,52.4816644,13.4248843,3,,
26952873,52.4800808,13.4252086,3,,
1511846704,52.4797618,13.4253201,3,,
26952874,52.4791931,13.4255069,4,,
28095466,52.4792108,13.4256631,3,,
26952875,52.4775723,13.4261619,5,,
26952876,52.4780926,13.4259633,3,,
2301911110,52.4776208,13.4268633,3,,
351900474,52.4781821,13.4259639,3,,
26952883,52.4747897,13.4274073,3,,
4421658070,52.4752,13.4306781,3,,
26952898,52.4743134,13.4276541,3,,
26952887,52.4749076,13.4247159,4,,
26952886,52.4758278,13.4244105,4,,
26952896,52.474027,13.4249866,4,,
26953063,52.4680016,13.4309952,3,,
3690627070,52.4684733,13.4307236,4,,
26953065,52.4664351,13.4319427,4,,
31032765,52.4657632,13.4323034,3,,
358082698,52.4668472,13.4317218,3,,
443129167,52.4658112,13.4266853,3,,
26953133,52.4629814,13.4342167,3,,
27541017,52.4623443,13.4344596,4,,
26953134,52.4614986,13.4348432,3,,
27541036,52.4620495,13.4347439,4,,
26953179,52.4668801,13.4357041,4,,
31032572,52.4673711,13.4362702,4,,
26953181,52.4669607,13.4363939,4,,
26953183,52.4671597,13.4381386,3,,
27554958,52.4674303,13.4404064,4,,
26953797,52.4702264,13.4805288,3,,
26953803,52.4678235,13.4839017,3,,
201703922,52.4673256,13.484593,3,,
26960736,52.4892271,13.4505233,4,,
29788833,52.4903582,13.4487264,4,,
29788882,52.4902668,13.4520886,3,,
26960737,52.4880374,13.4527286,3,,
26960738,52.4889415,13.4539776,4,,
29788886,52.4888958,13.4511295,3,,
29788884,52.4892863,13.4534822,3,,
26960746,52.5002977,13.4553554,3,,
29785483,52.5003832,13.4554269,4,,
26960747,52.5023982,13.4567792,4,,
2739076213,52.5029335,13.4570545,3,,
29785469,52.5028931,13.454548,3,,
26960748,52.508982,13.4599848,4,,
29785855,52.5080394,13.4595473,4,,
29785874,52.5086649,13.4613315,4,,
29785889,52.5094938,13.4578692,4,,
1791456658,52.5115746,13.469237,3,,
26960756,52.5093418,13.4732024,3,,
29804217,52.5110121,13.4746669,3,,
1669237293,52.5085227,13.4724774,3,,
26960757,52.5158031,13.4267337,4,,
29271250,52.5158619,13.4262839,4,,
29273049,52.5155464,13.428867,4,,
26960758,52.5134954,13.4242625,4,,
29271261,52.5135517,13.4241554,4,,
26960767,52.4852758,13.4265876,3,,
337267064,52.4848518,13.4274879,4,,
26960768,52.4871948,13.4269328,4,,
31357327,52.4873257,13.4269591,4,,
26965925,52.404537,13.5234871,3,,
26965881,52.4053395,13.5240108,3,,
26966217,52.4022198,13.5489714,3,,
1612181961,52.4016402,13.54849,3,,
26982474,52.5606151,13.3222146,3,,
28212143,52.560582,13.3218813,4,,
26982574,52.5237931,13.3607428,4,,
4403506625,52.5236498,13.3602727,3,,
26982575,52.5233488,13.3606863,3,,
26982747,52.5682337,13.3054871,4,,
27176635,52.5692212,13.3020552,3,,
26982746,52.5681532,13.3064253,4,,
28248870,52.5262418,13.3432423,4,,
26982915,52.5262648,13.3499791,3,,
26983068,52.5680358,13.3064249,3,,
26983608,52.5269348,13.3608308,3,,
26983621,52.5257446,13.3618134,3,,
26982632,52.5244534,13.3628794,3,,
26983753,52.5776797,13.2973917,4,,
26983754,52.578067,13.2980648,4,,
26983755,52.5781647,13.2978901,4,,
26983756,52.5778142,13.297304,4,,
617799300,52.5775271,13.296844,3,,
26983781,52.5900873,13.2874382,3,,
26983782,52.5888758,13.2882168,3,,
26983784,52.5877769,13.2856448,4,,
26983783,52.5886209,13.2847547,4,,
26983787,52.5869797,13.2863633,3,,
26983790,52.5861905,13.2868454,4,,
4853222912,52.5857274,13.2872206,3,,
26983791,52.5877641,13.2854716,4,,
26983792,52.5869674,13.2862211,3,,
29927301,52.5272408,13.3306685,4,,
380847410,52.5256556,13.3301768,4,,
415402565,52.5270686,13.3313498,3,,
1319768816,52.5264373,13.3383525,3,,
26984447,52.52634,13.3399315,3,,
26984647,52.5949959,13.2859409,4,,
26984655,52.595116,13.2858545,4,,
26984657,52.5949832,13.2854612,4,,
26984751,52.5964982,13.2849939,3,,
26984656,52.5948596,13.2855397,4,,
316419427,52.5945713,13.2843301,3,,
26984660,52.5944326,13.2842703,4,,
316419426,52.594473,13.2844012,4,,
26984665,52.5939147,13.2822792,3,,
1722013484,52.5941451,13.2832335,3,,
26984667,52.5938974,13.280877,4,,
26984678,52.5938705,13.2806473,4,,
268428321,52.5943318,13.2804091,4,,
26984668,52.590834,13.2825776,4,,
30774341,52.5909195,13.2824986,4,,
26984674,52.5937664,13.2807729,4,,
26984749,52.5962138,13.2845342,3,,
26984893,52.5221491,13.3314447,3,,
26989177,52.5212779,13.3336674,4,,
28248046,52.5249204,13.3362497,4,,
26985225,52.6120615,13.2508661,3,3,motorway_junction
26985243,52.6145487,13.2479571,3,,
3835057598,52.5319952,13.342547,3,,
27005148,52.5173857,13.3926279,3,,
27009002,52.547714,13.3110087,3,,
158727903,52.5478126,13.3089417,3,,
27009012,52.547383,13.2999343,3,10,motorway_junction
27009116,52.540702,13.3267653,3,,
30868171,52.5423763,13.324025,3,,
27009124,52.5381632,13.3268833,3,,
27011308,52.5136035,13.3380043,3,,
27011311,52.5137394,13.3379838,4,,
27011990,52.5179714,13.3421502,4,,
5181544680,52.5178764,13.3420173,4,,
27134826,52.4198273,13.1615847,4,,
31202870,52.4196816,13.1603133,4,,
27135253,52.4199646,13.1754302,4,,
26602423,52.4200102,13.1752841,4,,
34769191,52.5042655,13.2285739,3,,
27176637,52.5693457,13.3017725,3,,
27176636,52.5691173,13.3019438,4,,
27176669,52.5680911,13.305625,3,,
97547187,52.5699652,13.3002565,4,,
27176638,52.5692335,13.3016581,4,,
27176642,52.5702556,13.2997862,3,,
27176644,52.5698879,13.30022,4,,
27176657,52.5762832,13.2948685,4,,
27176660,52.5764056,13.2948043,4,,
27176658,52.5762014,13.29462,4,,
27176666,52.5754803,13.2951717,4,,
27176659,52.5763051,13.2945638,4,,
27176676,52.5756252,13.2927001,3,,
320714286,52.577344,13.2941725,3,,
27176662,52.5766855,13.2955187,3,,
321202084,52.575129,13.2954997,3,,
27176672,52.5775287,13.2940309,3,,
27176675,52.5787015,13.2931002,3,,
27176674,52.5786927,13.292853,4,,
27176673,52.5774697,13.293838,3,,
27176696,52.5810205,13.2910187,4,,
27176792,52.5799843,13.2918379,3,,
27176699,52.5825672,13.2897799,4,,
339611946,52.5798925,13.2918986,3,,
27176888,52.5790333,13.2997916,4,,
27176892,52.5791256,13.2996394,4,,
5835950236,52.5785519,13.2985953,3,,
27176900,52.5807442,13.3028918,4,,
29551951,52.5803426,13.3020985,4,,
27177312,52.5665197,13.3180434,3,,
260745450,52.5666703,13.317418,3,,
27177314,52.567678,13.3132493,3,,
27177317,52.5712088,13.3145362,3,,
27177316,52.5714168,13.3132124,4,,traffic_signals
27177339,52.5762891,13.3171508,4,,
1137743423,52.5762717,13.3172634,3,,
27177350,52.5778888,13.3153695,4,,
27177345,52.5781393,13.3148657,3,,
27177333,52.5767033,13.3141432,4,,traffic_signals
27177351,52.577825,13.3155889,3,,
602906773,52.578109,13.3157958,3,,
27177925,52.5505962,13.3519037,4,,
27177974,52.5533701,13.3437202,4,,
27177932,52.5519958,13.3491178,4,,
27177935,52.5552114,13.3437337,3,,
27177938,52.5560322,13.3422823,4,,
27177936,52.5559435,13.3421602,4,,
27177934,52.5551227,13.3436095,3,,
27177984,52.5567837,13.340952,3,,
27177944,52.5578402,13.3450047,3,,
27177946,52.5585992,13.3436943,4,,
27177948,52.5578878,13.3407762,3,,
21537814,52.5574396,13.3397915,3,,
27177950,52.5570175,13.346477,3,,
27177951,52.5561823,13.3479838,4,,
27177958,52.5583146,13.3511848,4,,
27177970,52.5550679,13.3499316,3,,
34694399,52.5592686,13.3526523,3,,
27177971,52.553312,13.353022,3,,
27177975,52.5524114,13.3422659,3,,
27177976,52.5522764,13.342061,3,,
27177979,52.5510778,13.3477536,4,,
27177983,52.5496934,13.3501554,4,,
27197252,52.5494744,13.3505151,4,,
27186874,52.4818004,13.3482341,4,,
27186876,52.4817314,13.3483637,4,,
27186953,52.4804936,13.3465373,3,,
27186878,52.4818255,13.3484887,4,,
2883691331,52.4811241,13.3497621,3,,
27186880,52.4818917,13.3483405,4,,
1329845591,52.4825228,13.3495011,3,,
27186884,52.4801852,13.3522283,4,,
27186882,52.4801004,13.3521178,4,,
27186894,52.4789636,13.3539249,3,,
27186896,52.4790333,13.3540947,4,,
27186898,52.4782611,13.3551893,3,,
27195111,52.5244069,13.4647296,3,,
27195116,52.5249106,13.4619173,3,,
27195141,52.5254512,13.4651918,3,,
27195160,52.5287762,13.4577912,4,,
27195163,52.5290251,13.4576248,4,,
27195297,52.5372439,13.4495023,5,,
29421277,52.5371579,13.4495974,4,,
27195434,52.532351,13.4453033,3,,
27195441,52.5314081,13.446347,3,,
27195460,52.5305646,13.4472429,4,,
27195463,52.529691,13.4482095,4,,
27195466,52.5287758,13.4491765,3,,
27197159,52.5624601,13.3266732,4,,
280979719,52.5619482,13.3315244,3,,
27197168,52.5609835,13.3332608,4,,
27197175,52.5604011,13.3331531,4,,
29686288,52.5586927,13.3337407,3,,
27197176,52.5573184,13.334233,4,,
29686272,52.5568139,13.3345103,3,,
27197179,52.5563737,13.3347498,4,,
29686274,52.5560252,13.3350306,4,,
27197226,52.5460714,13.3440796,4,,
564705446,52.5475525,13.3421974,3,,
27197239,52.5461573,13.3485193,4,,
2612436579,52.5460008,13.3482282,3,,
27197242,52.5472238,13.3505749,4,,
27197245,52.5473313,13.3507622,4,,
27197251,52.5482953,13.3523229,4,,
27197255,52.5485374,13.3487385,3,,traffic_signals
27197257,52.5486463,13.3489462,3,,
27197264,52.5437402,13.3472156,3,,
27197714,52.5427988,13.3484773,3,,
27197710,52.542187,13.3493162,4,,
27197713,52.5428953,13.3486748,4,,
28253988,52.5438349,13.3474093,4,,
27198560,52.5417653,13.3358346,3,,
27199799,52.5744337,13.3808433,3,,
27199806,52.5715413,13.3798842,3,,
27199807,52.5707234,13.3796952,3,,
27199808,52.5698958,13.3794487,4,,
29490327,52.5690581,13.3792226,3,,
27199823,52.5644392,13.3932147,3,,
29428387,52.5641705,13.392699,3,,
27199827,52.5655932,13.3908471,3,,
27199824,52.5638559,13.3921023,3,,
27199829,52.5670114,13.3887798,3,,
27199837,52.5682288,13.37901,3,,
29488949,52.5688805,13.379178,3,,
27199838,52.5650201,13.3942851,4,,
259763082,52.565358,13.3949012,3,,
27199839,52.5659981,13.3958729,3,,
1847396278,52.5660642,13.395969,3,,
1847396276,52.5659031,13.396316,3,,
27199840,52.5656745,13.4007203,4,,
29428742,52.5655812,13.4025902,4,,
259420646,52.5658427,13.397543,3,,
27199842,52.5674248,13.3979261,3,,
30429540,52.5670409,13.3973693,3,,
27199843,52.5620709,13.4010293,3,,
259420663,52.5619484,13.3994287,3,,
27200040,52.5514219,13.3915099,3,,
27200043,52.5525855,13.3917639,4,,
27200066,52.5533611,13.3919349,3,,
27200049,52.5538836,13.3920603,3,,
27200054,52.5541311,13.3921113,4,,
27200060,52.5550525,13.3922973,4,,
27200073,52.5552829,13.3923488,3,,
27200063,52.5549053,13.393932,3,,
27200067,52.555165,13.3913783,4,,
27200071,52.5554568,13.3914609,4,,
28301054,52.5555472,13.3901486,3,,
27212044,52.4630054,13.3482732,4,,
27212418,52.4661278,13.3702107,3,,
27212419,52.4653165,13.3701515,3,,
27212427,52.4631554,13.369972,3,,
27212425,52.4635904,13.370015,3,,
27212534,52.4670945,13.3782194,4,,
27212626,52.4697066,13.3721017,4,,
2242686075,52.4692886,13.3730133,3,,
27215652,52.4872762,13.2637946,3,,
27215653,52.4873139,13.2636304,3,,
30142933,52.4881621,13.2880261,4,,
484107,52.5107227,13.2850888,3,,
27252357,52.4310242,13.2297867,4,,
26602511,52.4296838,13.2239664,5,,
27252358,52.4310765,13.2300116,4,,
29808712,52.4321843,13.2357449,4,,
27252619,52.4292614,13.2598564,4,,
142109755,52.4281931,13.2600443,3,,
27252624,52.429163,13.2565487,3,,
144581468,52.4288908,13.2562722,3,,traffic_signals
27252627,52.4272493,13.2602933,3,,
27252639,52.4220635,13.2637859,4,,
27252640,52.4194476,13.2647433,4,,
27253368,52.4511476,13.287318,3,,
27253370,52.4512741,13.2872235,3,,
27253401,52.4540307,13.2850246,4,,
27253414,52.4548283,13.2849379,4,,
27259274,52.4966594,13.3043179,3,,
26740536,52.4971848,13.3050175,3,,
27259276,52.496729,13.3041951,3,,
27306422,52.5109986,13.2962479,3,,
21487140,52.5107455,13.2922129,3,,
27306729,52.5222079,13.3003063,4,,
1516808167,52.5225411,13.3004042,4,,
60180388,52.5127374,13.1827575,3,,traffic_signals
27326074,52.4754429,13.3599203,4,,
27326073,52.4753405,13.3598036,4,,
663977268,52.4649223,13.3283233,4,,
544809411,52.4759168,13.3429506,3,,
27409512,52.5127249,13.3014144,3,,
27411250,52.5213712,13.4028634,3,,
160503146,52.5214492,13.4031123,3,,
27411252,52.5231066,13.4036405,3,,
311264847,52.5235509,13.4026057,3,,
1630500695,52.5225818,13.4096876,3,,
27412072,52.5235518,13.3921177,4,,
27431838,52.483955,13.3943511,3,,
27432889,52.4836997,13.4002512,3,,
256077333,52.4840893,13.3935288,3,,
27431848,52.4498216,13.3233345,3,,
27431861,52.4505829,13.3223061,3,,
516459452,52.4495046,13.3237569,3,,
27431853,52.4511829,13.3295908,4,,
27431856,52.4499955,13.3285752,3,,
1629361358,52.4515652,13.3299262,3,,
1629361352,52.4499175,13.3285023,3,,
27431885,52.446828,13.3316926,4,,
204018205,52.445303,13.3302732,4,,
27431888,52.4485843,13.3328796,3,,
352979988,52.4478103,13.3322987,3,,
27431891,52.4465253,13.3253784,3,,
2444300761,52.4457563,13.3245033,3,,
27432047,52.4433752,13.3187904,3,,
27432048,52.4431792,13.3169706,4,,
27432049,52.443127,13.3155893,4,,
27432050,52.4431346,13.3157975,4,,
27432421,52.4417065,13.3157759,4,,
27432059,52.4867385,13.3922243,3,,
27432053,52.4865141,13.3943963,4,,
27432064,52.4467721,13.3067502,4,,
59704406,52.4472842,13.3083375,3,,
31386444,52.4449343,13.302474,4,,
27432067,52.4870257,13.3893893,3,,
27432134,52.4481161,13.3108867,4,,
27432317,52.4479945,13.3152144,3,,
27432328,52.44705,13.3151927,4,,
27432327,52.4480378,13.3154056,3,,
1124803473,52.4489408,13.3154289,3,,
27432329,52.4471107,13.3153966,4,,
27432330,52.4495303,13.3152528,4,,traffic_signals
1124803470,52.4489425,13.3152348,3,,
27432331,52.4496069,13.3155007,4,,traffic_signals
573246106,52.4404396,13.3161418,4,,
27432693,52.4354156,13.3132438,4,,
27432695,52.4353589,13.3134391,4,,
31386734,52.4352895,13.3125241,3,,
573246073,52.436277,13.3143332,3,,
27432703,52.4367591,13.3142367,3,,
1416627063,52.43636,13.3140591,3,,
27432706,52.437844,13.315674,3,,
3913081597,52.4388835,13.3161568,3,,
27432722,52.4888859,13.3970265,3,,
27432743,52.4888998,13.3973774,3,,
27432729,52.4891127,13.393733,3,,
27432732,52.4892321,13.3929193,3,,
27432741,52.4893609,13.3920133,3,,
27432739,52.4896281,13.3901177,4,,
27432787,52.4905262,13.3923468,3,,
27432749,52.489604,13.3938755,3,,
27432782,52.4921478,13.3908397,4,,
27432786,52.4907378,13.3904371,3,,
27432785,52.4917701,13.3926922,4,,
27432789,52.491428,13.3944045,4,,
27432801,52.4903266,13.3940851,3,,
27432793,52.4907326,13.3978952,4,,
27435148,52.490997,13.3979724,4,,
27432794,52.4902582,13.4002426,4,,
644922592,52.4905139,13.4004454,4,,
28095983,52.4826649,13.4061568,3,,
27432942,52.4889146,13.4077493,4,,
29825865,52.4890899,13.4078809,4,,
27432943,52.4925598,13.402037,4,,
29209322,52.4934322,13.4027251,3,,
366963935,52.4937107,13.4001495,3,,
27432944,52.4899534,13.4060319,4,,
332623741,52.4902554,13.4056721,3,,
27433134,52.4505779,13.315607,4,,
27433136,52.4503813,13.3154107,3,,
27433378,52.4514777,13.3353967,4,,
2055717313,52.4524185,13.3330328,3,,
81457118,52.4493108,13.333515,3,,
31350553,52.4512702,13.3481196,3,,
27433488,52.4492342,13.3532181,4,,
1654481248,52.4493084,13.3527868,3,,
27433644,52.4575375,13.3554336,3,,
27433677,52.4588086,13.354823,4,,
1761322091,52.4574063,13.355674,3,,
27433678,52.4587251,13.3546662,3,,
27433690,52.4591115,13.3488293,4,,
27433691,52.4590967,13.3485351,4,,
27433692,52.4589155,13.3485509,4,,
27433695,52.4590893,13.3483189,3,,
27433693,52.4589317,13.3488596,4,,
1108743220,52.4586232,13.3485835,3,,
27434191,52.4511085,13.3378901,4,,
27434702,52.4584321,13.3353199,4,,
27434703,52.4585557,13.3376563,4,,traffic_signals
27434716,52.4592751,13.3353419,4,,
27434771,52.4614842,13.3447504,4,,
28196764,52.461378,13.3448967,3,,
27434788,52.462993,13.3426726,4,,
27434789,52.4630756,13.3428092,4,,
540223579,52.4632549,13.3425337,4,,
27434791,52.4616532,13.3448536,4,,
540230847,52.4631726,13.3423823,3,,
27435143,52.4924155,13.3909164,4,,
27435146,52.4913239,13.3964227,4,,
29209291,52.4930352,13.3969133,4,,
27436028,52.4501288,13.2950599,4,,
31271865,52.4499514,13.294957,3,,
31271886,52.4510443,13.2958204,4,,
27436111,52.4545293,13.2994494,4,,
59703037,52.4535711,13.2984562,4,,
27436112,52.452211,13.2970377,4,,
27452617,52.4313558,13.3098202,4,,
27452620,52.4314525,13.3096791,4,,
27452626,52.4313443,13.309556,4,,
27452629,52.4333456,13.3075086,4,,
27452627,52.4312608,13.3097022,4,,
30139446,52.4307968,13.3090422,3,,
27452628,52.4332747,13.3073268,4,,
31386826,52.4324465,13.305174,3,,
30099387,52.433948,13.3066944,3,,
27452630,52.4397896,13.3002107,4,,
27452640,52.4405532,13.2993574,3,,
27452639,52.4381503,13.3020285,4,,
59684158,52.4366108,13.3037293,3,,
27452691,52.4324283,13.2797126,4,,
2150487443,52.431015,13.2790511,3,,
27452692,52.4318968,13.2776674,5,,
27452694,52.4314692,13.2760454,3,,
27452697,52.4299535,13.2785654,3,,
2380693940,52.4299131,13.2785459,3,,
2380693960,52.4302297,13.2786894,3,,
27452698,52.4309463,13.2740058,3,,
27452699,52.4308275,13.2733701,4,,
27452700,52.4307618,13.2707532,3,,
27452705,52.4307242,13.2693455,3,,
27452702,52.4306488,13.2664967,4,,
27452706,52.4305631,13.2647929,4,,
27452704,52.4306881,13.2679465,3,,
27452703,52.4307158,13.2689713,3,,
27452707,52.4304009,13.2630818,4,,
27452709,52.4301301,13.2624041,3,,
27452907,52.4356145,13.2807997,3,,
1870543737,52.4360348,13.2808651,3,,
27452945,52.4263436,13.276821,4,,
31387773,52.4261438,13.2773447,3,,
2380693738,52.4260078,13.2766646,3,,
2380693756,52.426852,13.2770711,3,,
27452950,52.4231424,13.2756224,3,,
2380693568,52.422665,13.2754615,3,,
2380693591,52.4234377,13.2757243,3,,
27452957,52.4192059,13.2742725,3,,
2380693364,52.4190083,13.2742063,3,,
27452987,52.4151613,13.2661312,3,,
1446063608,52.4151467,13.2661339,2,,
27459716,52.5114094,13.4630646,5,,
29785833,52.5108136,13.4627286,4,,
28151265,52.5121172,13.4615179,4,,
28373635,52.5107178,13.4637248,3,,
27459728,52.5146335,13.4647406,3,,
20246250,52.5144947,13.4661309,3,,
27466362,52.6105782,13.2955103,4,,traffic_signals
30835091,52.6115771,13.2964372,3,,
27466364,52.6129806,13.297742,3,,
27466360,52.6146995,13.2994064,4,,traffic_signals
27466365,52.609549,13.2945568,3,,
27466373,52.6086462,13.2933863,4,,
541652722,52.608802,13.2936884,3,,
27466392,52.6077944,13.2922036,3,,
27466394,52.6070797,13.2914461,3,,
27466398,52.6060456,13.2915413,4,,
27484533,52.5355502,13.4222242,4,,
27484546,52.5356179,13.4219788,4,,
27484539,52.5360776,13.4202419,4,,
2098474723,52.5366031,13.4183472,4,,
27484548,52.5336544,13.420819,3,,
27492414,52.5327973,13.4203084,3,,
27484552,52.532407,13.4203576,3,,
1611149601,52.5335701,13.4210422,3,,
27484554,52.5315284,13.4231452,3,,
27484555,52.5325365,13.4240885,4,,
27484560,52.5305587,13.4191308,4,,
29266133,52.5317303,13.4199544,3,,
466408295,52.5306856,13.4189671,4,,
27484562,52.5305723,13.4188813,4,,
27484564,52.5326454,13.4124463,4,,
1838613291,52.5325946,13.4127531,4,,
29224748,52.5312814,13.4119478,3,,
27484566,52.531621,13.4157406,4,,
29123416,52.5303862,13.4142135,4,,
466408307,52.5317342,13.4158755,4,,
27484571,52.5457925,13.4198751,4,,
29123150,52.5451976,13.4212525,3,,
1861798449,52.5465186,13.4182573,4,,
27484573,52.5445955,13.4226448,4,,
29419217,52.5452601,13.4232673,3,,
29123151,52.5440234,13.4239521,3,,
29123147,52.542615,13.4208723,3,,
27484575,52.5486914,13.420587,4,,
61771109,52.5488111,13.4207189,4,,
27484580,52.5475062,13.4152948,4,,
1838489920,52.5476429,13.4135642,4,,
27484585,52.5429928,13.4263284,4,,
29123152,52.5423739,13.4259652,3,,
1602843567,52.5429477,13.4265384,4,,
27484587,52.5416913,13.4255609,3,,
27492096,52.4433588,13.3540238,4,,
30138577,52.4441788,13.354357,3,,
27492103,52.4378235,13.3483491,4,,
30738568,52.437034,13.349287,3,,
27492104,52.4367858,13.3496734,4,,
30738637,52.4363872,13.3504391,3,,
27492334,52.4344546,13.3425725,4,,
27492343,52.4337211,13.3412859,3,,
27492408,52.428483,13.327657,3,,
27492412,52.4277768,13.3263902,4,,
270562209,52.5318154,13.4197281,3,,
27501776,52.4816491,13.2924974,3,,
27501905,52.4740652,13.2847664,4,,
27501680,52.4757859,13.2824598,4,,
27501909,52.472332,13.2870573,4,,
27501910,52.4783788,13.2834931,3,,
27501907,52.4789319,13.2843284,3,,
27502232,52.4821297,13.2803928,3,,
30183157,52.4818604,13.2798418,3,,
27502234,52.4799998,13.2788853,4,,
27502236,52.4811308,13.2789271,4,,
27502235,52.4800848,13.2775872,3,,
30183160,52.4796755,13.277084,4,,
30183153,52.4827112,13.2755844,4,,
27502238,52.4803967,13.2779967,3,,
602244731,52.4818304,13.2818823,3,,
27502294,52.4784303,13.2754668,4,,
860429513,52.4781288,13.2770315,3,,
27502299,52.479948,13.2715596,3,,
27502296,52.4851311,13.2688681,3,,
5180679693,52.4852071,13.2689987,3,,
213704389,52.4805565,13.2702818,3,,
27537345,52.4957515,13.3797246,3,,
27537383,52.4945998,13.3796387,3,,
2574984844,52.4943039,13.3796204,3,,
27537749,52.5131726,13.3316277,3,,
5194290241,52.5133158,13.3316046,4,,crossing
27538910,52.4722251,13.3666837,3,19,motorway_junction
1809170958,52.4700302,13.3767164,3,,
27539568,52.4929985,13.3878909,4,,
271168847,52.493266,13.3880588,3,,
27539574,52.490024,13.3872605,3,,
27432332,52.4872614,13.3869919,3,,
27539592,52.485016,13.3860377,4,,
3037255200,52.4850155,13.3858173,4,,
27539586,52.4859061,13.3860481,4,,
27539655,52.4653506,13.4003521,3,21,motorway_junction
27539864,52.4637801,13.4028805,3,,
27539846,52.4633687,13.4031942,4,,
27539944,52.4634131,13.4041203,4,,
27539851,52.4635076,13.4026797,3,,
1641989463,52.4635327,13.4021102,3,,
1688279790,52.4634972,13.4031422,4,,
1688279809,52.4635369,13.4039907,4,,
27540082,52.4620933,13.4062523,3,21,motorway_junction
27540213,52.4595298,13.4159439,4,,
29658420,52.4594704,13.4160992,5,,
34813167,52.4589098,13.4150296,3,,
27540218,52.4595705,13.4160094,4,,
27540223,52.4597429,13.4148462,3,,
27540475,52.4700511,13.3857283,4,,
27544587,52.4700545,13.3854942,4,,
27540501,52.4715611,13.3857717,3,,
1688279826,52.4719885,13.3857842,3,,
27540613,52.4515694,13.4153684,4,,
27540623,52.4514587,13.4155106,3,,
27540615,52.4516198,13.4149293,3,,
27540620,52.4517301,13.4141388,3,,
27540616,52.4518743,13.4152148,3,,
27556061,52.4525087,13.4080127,4,,
27540626,52.4514638,13.4161021,3,,
27541027,52.4619671,13.4345852,4,,
27541045,52.4622876,13.4346615,3,,
27541348,52.4626928,13.4447698,4,,
31390569,52.4624464,13.4449795,3,,
